City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
454,Lorengau,PG,-2.0226,147.2712,83.52,80,100,11.07,overcast clouds
455,Saint-Joseph,RE,-21.3667,55.6167,75.58,82,95,2.95,overcast clouds
456,Salina Cruz,MX,16.1667,-95.2,75.94,69,0,18.45,clear sky
457,Muros,ES,42.7762,-9.0603,60.24,92,100,17.49,light rain
458,Vagay,RU,57.9375,69.0217,8.38,92,95,8.61,overcast clouds
459,Biloela,AU,-24.4167,150.5,92.14,36,0,2.66,clear sky
460,Port Macquarie,AU,-31.4333,152.9167,80.56,86,100,5.86,overcast clouds
461,Saint-Georges,GD,12.0564,-61.7485,80.28,78,75,20.71,broken clouds
462,Ellisras,ZA,-23.6649,27.7443,67.39,92,88,4.76,overcast clouds
463,Sumbe,AO,-11.2061,13.8437,73.94,83,100,9.19,overcast clouds
464,Waslala,NI,13.2333,-85.3833,68.94,96,98,2.71,overcast clouds
465,Kotido,UG,2.9806,34.1331,69.46,70,84,11.7,broken clouds
466,Sola,VU,-13.8833,167.55,82.72,71,21,5.88,few clouds
467,Dossor,KZ,47.5272,52.9811,21.38,49,36,18.61,scattered clouds
468,Mardin,TR,37.3131,40.7436,34.86,48,75,4.61,light snow
469,Shatsk,RU,54.0258,41.7119,-3.86,94,100,7.52,overcast clouds
470,Seymchan,RU,62.8833,152.4333,-25.55,96,100,2.77,overcast clouds
471,Porto Novo,BJ,6.4965,2.6036,78.62,44,83,3.09,broken clouds
472,Meadow Lake,US,34.8014,-106.5436,48.15,38,73,2.35,broken clouds
473,Dawlatabad,AF,36.4141,64.9053,48.29,76,1,5.28,clear sky
474,Aksarka,RU,66.5606,67.7975,13.91,96,100,7.4,light snow
475,Belyy Yar,RU,53.6039,91.3903,3.09,80,90,0.0,mist
476,Katsuura,JP,35.1333,140.3,51.91,41,81,7.16,broken clouds
477,Half Moon Bay,US,37.4636,-122.4286,60.98,96,90,4.0,mist
478,Tazovskiy,RU,67.4667,78.7,12.65,90,100,23.0,overcast clouds
479,Ugoofaaru,MV,5.6667,73.0,81.05,71,92,9.8,overcast clouds
480,Kenai,US,60.5544,-151.2583,17.15,90,90,8.05,light snow
481,Nouadhibou,MR,20.931,-17.0347,67.98,52,0,10.36,clear sky
482,Walvis Bay,NA,-22.9575,14.5053,63.09,88,0,9.22,clear sky
483,Coihueco,CL,-36.6167,-71.8333,61.54,59,0,4.61,clear sky
484,Macatuba,BR,-22.5022,-48.7114,67.71,95,36,8.68,scattered clouds
485,Dekar,BW,-21.5333,21.9333,69.93,71,63,4.88,broken clouds
486,Palmas,BR,-10.2128,-48.3603,73.27,100,75,3.44,broken clouds
487,Bialogard,PL,54.007,15.9875,30.74,81,100,8.48,overcast clouds
488,Ulaangom,MN,49.9811,92.0667,-1.91,91,97,2.89,overcast clouds
489,Gigmoto,PH,13.7796,124.39,81.43,74,98,8.41,overcast clouds
490,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,73.29,85,75,3.76,broken clouds
491,Nador,MA,35.174,-2.9287,59.25,77,0,4.61,clear sky
492,Moron,AR,-34.6534,-58.6198,77.99,51,69,5.01,broken clouds
493,Phan Thiet,VN,10.9333,108.1,81.75,65,11,8.37,few clouds
494,Kvam,NO,61.6656,9.6898,11.75,95,38,4.83,scattered clouds
495,Huzhou,CN,30.8703,120.0933,55.8,59,0,9.37,clear sky
496,Ahipara,NZ,-35.1667,173.1667,72.41,62,94,12.28,overcast clouds
497,Charters Towers,AU,-20.1,146.2667,97.38,25,18,3.89,few clouds
498,Myanaung,MM,18.2833,95.3167,70.86,64,0,4.05,clear sky
499,Champerico,GT,14.3,-91.9167,81.36,74,32,1.83,scattered clouds
500,Abu Samrah,SY,35.3029,37.1841,45.05,73,93,5.99,overcast clouds
501,Whithorn,JM,18.2604,-78.0378,76.26,93,3,3.0,clear sky
502,Omaruru,NA,-21.4333,15.9333,59.76,29,0,1.9,clear sky
503,Sinnamary,GF,5.3833,-52.95,77.77,91,100,9.33,overcast clouds
504,Georgetown,MY,5.4112,100.3354,84.13,80,20,1.01,few clouds
505,Tromso,NO,69.6496,18.957,20.05,79,75,5.99,light shower snow
506,Kuala Sungai Baru,MY,2.3594,102.0353,78.94,77,100,5.46,moderate rain
507,Bhadrachalam,IN,17.6667,80.8833,65.35,49,0,1.1,clear sky
508,Darnah,LY,32.767,22.6367,55.69,77,100,3.13,overcast clouds
509,Rahuri,IN,19.3833,74.65,68.88,47,0,1.68,clear sky
510,Yichun,CN,47.7,128.9,-12.14,71,28,4.41,scattered clouds
511,Carutapera,BR,-1.195,-46.02,80.19,80,99,8.97,overcast clouds
512,Kampot,KH,10.6167,104.1833,77.05,93,100,4.5,overcast clouds
513,Portobelo,PA,9.55,-79.65,76.96,84,65,8.01,broken clouds
514,Eyl,SO,7.9803,49.8164,73.81,73,26,11.63,scattered clouds
515,Nevers,FR,46.9167,3.3333,28.99,80,100,4.63,overcast clouds
516,Tombouctou,ML,20.0,-3.0,66.6,23,100,11.07,overcast clouds
517,Princeton,US,25.5384,-80.4089,64.0,82,1,4.61,clear sky
518,Melfi,IT,40.9965,15.6514,41.4,86,17,2.55,few clouds
519,Chara,RU,56.9064,118.2631,-24.2,93,100,1.36,overcast clouds
520,Chaihe,CN,44.7667,129.7,0.68,66,5,6.33,clear sky
521,Quelimane,MZ,-17.8786,36.8883,74.08,92,99,4.63,light rain
522,Ixtapa,MX,20.7,-105.2,73.22,88,1,0.0,clear sky
523,Akdepe,TM,42.0551,59.3788,33.89,74,100,11.74,overcast clouds
524,Caramay,PH,10.1815,119.236,83.79,70,98,8.01,overcast clouds
525,Honningsvag,NO,70.9821,25.9704,20.75,70,100,28.27,light snow
526,Umba,RU,66.6871,34.3429,13.46,93,100,9.57,light snow
527,Gizo,SB,-8.103,156.8419,85.64,67,95,3.62,moderate rain
528,Trairi,BR,-3.2778,-39.2689,80.13,79,38,9.98,scattered clouds
529,Mahanje,TZ,-9.9333,35.3333,63.3,90,90,3.38,overcast clouds
530,Mogadishu,SO,2.0371,45.3438,78.82,84,100,16.28,overcast clouds
531,Mingoyo,TZ,-10.1,39.6333,78.4,82,100,2.33,overcast clouds
532,Vryburg,ZA,-26.9566,24.7284,62.96,84,35,9.15,scattered clouds
533,Paita,PE,-5.0892,-81.1144,68.4,85,59,7.29,broken clouds
534,Umm Kaddadah,SD,13.6017,26.6876,59.2,15,1,12.95,clear sky
535,Liwale,TZ,-9.7667,37.9333,70.75,88,100,5.14,overcast clouds
536,Saint-Francois,FR,46.4154,3.9054,29.68,97,90,5.75,fog
537,San Policarpo,PH,12.1791,125.5072,81.54,71,100,8.72,overcast clouds
538,Dudinka,RU,69.4058,86.1778,9.63,83,100,27.67,overcast clouds
539,Clifton,US,40.8584,-74.1638,35.69,50,1,7.0,clear sky
540,Saint-Denis,FR,48.9167,2.3333,30.07,95,100,5.75,mist
541,Kautokeino,NO,69.0125,23.0412,10.15,91,100,13.56,light snow
542,Bentiu,SS,9.2333,29.8333,73.2,27,61,6.24,broken clouds
543,Youghal,IE,51.95,-7.8506,52.81,100,100,20.94,overcast clouds
544,Calabar,NG,4.9517,8.322,75.88,77,25,2.89,scattered clouds
545,Goma,CD,-1.6792,29.2228,63.36,88,100,2.95,overcast clouds
546,Wejherowo,PL,54.6057,18.2356,30.83,86,100,5.99,overcast clouds
547,Beringovskiy,RU,63.05,179.3167,3.79,94,100,17.74,light snow
548,Henties Bay,NA,-22.116,14.2845,62.85,85,0,3.49,clear sky
549,Coahuayana,MX,18.7333,-103.6833,70.45,89,0,2.95,clear sky
550,Russell,US,32.3502,-85.1999,47.48,84,1,0.0,clear sky
551,Severnoye,RU,56.3491,78.3619,16.16,91,72,8.37,broken clouds
552,Xinye,CN,32.5186,112.3522,50.7,40,36,11.32,scattered clouds
553,Mwinilunga,ZM,-11.7358,24.4293,62.62,98,100,1.63,light rain
554,Ingham,US,42.6,-84.3833,24.57,75,90,0.0,overcast clouds
555,Naryan-Mar,RU,67.6713,53.087,-22.27,100,85,4.09,overcast clouds
556,Kawalu,ID,-7.3817,108.2082,82.24,70,100,1.41,overcast clouds
557,Bagdarin,RU,54.4333,113.6,-18.87,77,73,3.67,broken clouds
558,Mayo,US,38.8876,-76.5119,38.34,51,0,5.01,clear sky
559,Qasigiannguit,GL,68.8193,-51.1922,35.85,69,51,9.44,broken clouds
560,Camalu,MX,30.85,-116.0667,56.43,70,99,4.76,overcast clouds
561,Makakilo City,US,21.3469,-158.0858,77.32,58,75,11.5,broken clouds
562,Ban Nahin,LA,18.2418,104.2122,79.99,46,3,0.67,clear sky
563,Necochea,AR,-38.5473,-58.7368,54.03,84,4,5.93,clear sky
564,Scarborough,GB,54.2797,-0.4044,39.9,90,100,4.0,overcast clouds
565,Ambilobe,MG,-13.2,49.05,78.19,85,99,4.45,overcast clouds
566,Fort Nelson,CA,58.8053,-122.7002,2.79,92,90,2.3,light snow
567,Gberia Fotombu,SL,9.8833,-11.1667,67.01,26,36,5.5,scattered clouds
568,La Asuncion,VE,11.0333,-63.8628,78.53,100,84,11.5,broken clouds
569,Yartsevo,RU,55.0667,32.6964,6.46,97,93,5.5,overcast clouds
570,Qarchi Gak,AF,37.04,66.7889,46.49,86,8,8.66,clear sky
571,Esfarayen,IR,37.0765,57.5101,24.46,53,0,4.68,clear sky
572,Kuli,RU,42.0185,47.2434,12.54,85,8,6.08,clear sky
573,Yeppoon,AU,-23.1333,150.7333,89.38,57,4,10.94,clear sky
574,Kamenka,RU,51.3223,42.7678,-0.99,97,95,6.73,overcast clouds
575,Sisimiut,GL,66.9395,-53.6735,28.31,92,100,6.89,overcast clouds
576,Chum Phae,TH,16.5443,102.0992,77.97,52,4,2.86,clear sky
577,Pangnirtung,CA,66.1451,-65.7125,12.2,57,90,0.0,overcast clouds
578,Turochak,RU,52.2576,87.1224,-3.82,99,24,3.96,few clouds
579,Ogulin,HR,45.2661,15.2286,40.03,95,48,2.84,scattered clouds
580,Northam,GB,51.0333,-4.2167,51.03,93,100,13.96,overcast clouds
581,Mizan Teferi,ET,6.9833,35.5833,62.38,89,66,2.51,light rain
582,Council Bluffs,US,41.2619,-95.8608,43.23,62,1,11.5,clear sky
583,Aldan,RU,58.6031,125.3894,-35.95,96,99,1.21,overcast clouds
584,Lakes Entrance,AU,-37.8811,147.981,68.58,63,99,7.83,overcast clouds
585,Hondo,JP,32.45,130.2,51.75,58,0,6.51,clear sky
586,Lokosovo,RU,61.1333,74.8167,26.47,92,100,16.35,light snow
587,Porkhov,RU,57.765,29.5561,15.69,95,70,7.18,broken clouds
588,Rosario,AR,-32.9468,-60.6393,78.82,52,0,1.99,clear sky
589,Tank,PK,32.2217,70.3793,55.17,21,1,4.09,clear sky
590,Ascension,US,30.2169,-90.9001,50.0,86,1,0.0,clear sky
591,Kushiro,JP,42.975,144.3747,32.95,59,20,6.91,few clouds
592,Nara,JP,34.6851,135.8049,50.97,49,4,2.28,clear sky
593,Sambava,MG,-14.2667,50.1667,77.74,89,86,4.79,overcast clouds
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.97,93,97,7.87,moderate rain
595,Waipawa,NZ,-41.4122,175.5153,70.43,51,17,4.25,few clouds
596,Ampanihy,MG,-24.7,44.75,69.44,88,90,3.58,overcast clouds
597,Pandharpur,IN,17.6667,75.3333,71.87,43,4,4.61,clear sky
598,Sabla,NG,12.7525,4.7077,65.44,24,16,10.51,few clouds
599,Banikoara,BJ,11.2985,2.4386,68.09,25,1,5.08,clear sky
600,Puerto Madero,MX,14.7208,-92.4215,79.38,77,4,2.44,clear sky
601,Dawei,MM,14.0833,98.2,80.71,56,6,1.3,clear sky
602,Kabalo,CD,-6.05,26.9167,69.03,99,100,1.59,moderate rain
603,Japoata,BR,-10.3467,-36.8011,76.93,83,99,8.12,overcast clouds
604,Ponedera,CO,10.641,-74.7503,78.94,92,50,5.57,scattered clouds
605,Ulaanbaatar,MN,47.9077,106.8832,-11.07,70,9,2.24,clear sky
606,Bubaque,GW,11.2833,-15.8333,80.98,63,13,2.39,few clouds
607,Vostok,RU,46.4856,135.8833,-8.19,80,20,3.87,few clouds
608,Wanning,CN,18.8003,110.3967,72.84,77,98,5.75,overcast clouds
609,Port Blair,IN,11.6667,92.75,79.05,72,97,8.55,overcast clouds
610,Santa Rosa,PH,14.3122,121.1114,85.08,71,100,8.97,overcast clouds
611,Babu,CN,24.4167,111.5167,67.62,57,4,1.99,clear sky
612,Altar,MX,30.7,-111.8167,63.73,28,100,1.95,overcast clouds
613,Kupang,ID,-10.1667,123.5833,86.58,74,20,6.91,few clouds
614,Gamba,GA,-2.65,10.0,77.56,89,82,5.19,moderate rain
615,Tambun,ID,-6.2641,107.0712,92.48,62,20,8.05,few clouds
616,Huntsville,US,34.7304,-86.5861,37.81,72,1,0.0,clear sky
617,Hauknes,NO,66.2833,14.0667,25.61,97,100,4.83,light snow
618,Vallenar,CL,-28.5708,-70.7581,66.52,62,76,4.09,broken clouds
619,Sai Buri,TH,6.7013,101.6168,83.91,81,10,4.38,clear sky
620,Podporozhye,RU,60.9112,34.1706,12.74,95,100,6.08,overcast clouds
621,Omsukchan,RU,62.5333,155.8,-18.6,96,100,7.45,overcast clouds
622,Badvel,IN,14.75,79.05,70.45,71,10,1.63,clear sky
623,Tecoanapa,MX,16.5167,-98.75,78.21,79,1,3.02,clear sky
624,Sungai Besar,MY,3.6746,100.9867,82.45,76,86,5.84,overcast clouds
625,Brigantine,US,39.4101,-74.3646,36.01,50,1,18.41,clear sky
626,Puerto Del Rosario,ES,28.5004,-13.8627,62.35,82,2,3.44,clear sky
627,Saint Anthony,US,45.0205,-93.218,24.73,76,1,3.0,clear sky
628,Uruzgan,AF,32.8333,66.0,40.89,72,6,2.62,clear sky
629,Bouna,CI,9.2667,-3.0,70.99,27,8,5.59,clear sky
630,Kieta,PG,-6.2167,155.6333,85.1,76,100,1.9,moderate rain
631,Smithers,CA,54.7804,-127.1743,3.52,85,40,0.0,scattered clouds
632,Pandan,PH,14.0453,124.1694,81.57,74,100,9.17,overcast clouds
633,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,16.39,73,75,6.71,light snow
634,Yerbogachen,RU,61.2767,108.0108,-32.37,99,27,4.05,scattered clouds
635,Manokwari,ID,-0.8667,134.0833,79.34,82,100,3.31,light rain
636,Adrar,MR,20.5022,-10.0711,63.97,32,0,9.28,clear sky
637,Alofi,NU,-19.0595,-169.9187,85.89,62,40,12.66,scattered clouds
638,Nongan,CN,44.382,125.1685,3.61,64,33,3.33,scattered clouds
639,Ngunguru,NZ,-35.6167,174.5,81.16,57,100,13.0,overcast clouds
640,Vila Franca Do Campo,PT,37.7167,-25.4333,61.21,74,46,23.6,scattered clouds
641,Cooma,AU,-36.2333,149.1333,76.77,31,2,6.91,clear sky
642,Bermejo,AR,-32.8833,-68.8,76.91,61,0,2.3,clear sky
643,Aripuana,BR,-9.1667,-60.6333,73.63,97,100,1.54,overcast clouds
644,Itarema,BR,-2.9248,-39.9167,80.01,80,42,12.73,scattered clouds
645,Brande,DK,55.9381,9.1218,33.75,88,100,8.52,overcast clouds
646,Pyshma,RU,56.9523,63.2513,-2.31,95,6,6.6,clear sky
647,Hoopstad,ZA,-27.8327,25.9083,60.04,83,30,10.07,scattered clouds
648,Ballina,AU,-28.8667,153.5667,86.18,68,97,14.97,overcast clouds
649,Cedar Falls,US,42.5278,-92.4455,28.72,63,66,4.0,broken clouds
650,Joshimath,IN,30.5667,79.5667,44.22,43,1,4.9,clear sky
651,Rundu,NA,-17.9333,19.7667,66.9,88,74,5.06,broken clouds
652,Havre-Saint-Pierre,CA,50.2334,-63.5986,25.39,92,90,23.02,snow
653,Tibacuy,CO,4.3511,-72.4564,83.14,55,100,4.79,overcast clouds
654,Bitkine,TD,11.9801,18.2138,69.55,21,7,8.08,clear sky
655,Yima,CN,34.7381,111.8839,39.85,54,99,5.41,overcast clouds
656,Bonavista,CA,48.6499,-53.1147,31.12,72,100,12.82,overcast clouds
657,Mollendo,PE,-17.0231,-72.0147,67.46,82,100,3.47,overcast clouds
658,Zhicheng,CN,30.2956,111.5047,57.15,44,0,2.73,clear sky
659,San Felipe,VE,10.3399,-68.7425,73.51,94,100,2.35,overcast clouds
660,Yuancheng,CN,36.652,107.7896,36.37,33,100,3.67,overcast clouds
661,Karad,IN,17.2833,74.2,70.23,48,5,0.29,clear sky
662,Zwedru,LR,6.0667,-8.1281,70.25,82,2,0.67,clear sky
663,Caete,BR,-19.88,-43.6697,74.43,96,45,0.96,scattered clouds
664,Nelson Bay,AU,-32.7167,152.15,77.11,79,100,1.01,light rain
665,Marsh Harbour,BS,26.5412,-77.0636,70.12,68,98,13.96,overcast clouds
666,Palembang,ID,-2.9167,104.7458,77.09,94,40,5.75,light rain
667,Colorado Springs,US,38.8339,-104.8214,55.78,24,75,1.01,broken clouds
668,Padang,ID,-0.9492,100.3543,75.25,82,100,2.51,overcast clouds
669,Lima,PE,-12.0432,-77.0282,67.89,78,0,13.8,clear sky
670,Playas,EC,-2.6333,-80.3833,72.3,81,100,7.29,overcast clouds
671,Kiama,AU,-34.6833,150.8667,73.99,92,100,1.01,overcast clouds
672,Goreloye,RU,52.937,41.5043,-1.73,90,94,7.99,overcast clouds
673,Farafangana,MG,-22.8167,47.8333,76.8,77,39,5.17,scattered clouds
674,Hambantota,LK,6.1241,81.1185,77.34,100,40,5.75,scattered clouds
675,Santa Cruz,BO,-17.8,-63.1667,76.46,88,90,2.3,heavy intensity rain
676,Bose,IT,45.4612,8.0137,36.73,84,88,2.71,overcast clouds
677,Asyut,EG,27.181,31.1837,50.34,81,100,6.96,overcast clouds
678,Dwarka,IN,22.2394,68.9678,71.94,76,6,5.44,clear sky
679,Mujiayingzi,CN,42.1167,118.7833,13.12,83,100,6.55,light snow
680,Isola Della Scala,IT,45.2722,11.009,36.75,79,88,4.14,overcast clouds
681,Atar,MR,20.5169,-13.0499,67.24,27,0,7.23,clear sky
682,Ankara,TR,39.9199,32.8543,24.35,83,75,1.99,broken clouds
683,Blagoyevo,RU,63.3667,47.9167,-13.92,99,99,4.36,overcast clouds
